Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Combined
underweight,male,pescatarian,less frequently,wood,walk/bicycle,,never,257,rarely,98,extra large,5,24,30,16,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2165,walk/bicycle
obese,female,pescatarian,less frequently,coal,walk/bicycle,,often,74,very frequently,83,medium,6,15,9,14,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2653,walk/bicycle
normal,male,vegan,more frequently,wood,public,,sometimes,258,very frequently,164,large,4,20,36,9,No,"['Paper', 'Plastic']",['Oven'],3027,public
underweight,female,vegetarian,more frequently,coal,walk/bicycle,,often,180,frequently,62,medium,3,8,37,24,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2181,walk/bicycle
normal,male,vegetarian,twice a day,natural gas,walk/bicycle,,often,171,frequently,49,small,6,8,30,13,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2023,walk/bicycle
underweight,female,vegan,less frequently,wood,public,,never,211,frequently,1126,large,1,4,16,17,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1223,public
overweight,male,pescatarian,daily,wood,private,lpg,often,205,never,9179,small,6,0,27,6,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",4261,private - lpg
underweight,female,pescatarian,daily,natural gas,walk/bicycle,,never,234,very frequently,66,small,3,5,13,2,Yes,['Paper'],['Microwave'],1676,walk/bicycle
normal,female,pescatarian,twice a day,electricity,walk/bicycle,,never,264,frequently,7,medium,5,0,34,16,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1742,walk/bicycle
overweight,female,pescatarian,less frequently,electricity,public,,often,272,frequently,756,small,5,1,46,20,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2109,public
underweight,female,omnivore,daily,electricity,walk/bicycle,,sometimes,169,very frequently,76,extra large,4,22,22,7,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2178,walk/bicycle
obese,female,pescatarian,daily,wood,public,,sometimes,57,rarely,1110,small,7,8,34,3,Sometimes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",1629,public
obese,male,vegetarian,more frequently,wood,private,diesel,never,264,frequently,2165,large,2,19,37,21,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",3226,private - diesel
normal,male,omnivore,daily,wood,public,,never,171,frequently,1632,small,2,1,8,4,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1353,public
obese,female,vegan,more frequently,electricity,public,,often,209,frequently,1735,small,1,11,10,18,Yes,"['Plastic', 'Glass']",['Oven'],1572,public
normal,female,vegan,less frequently,natural gas,public,,never,175,never,341,medium,7,0,19,5,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",1066,public
overweight,female,pescatarian,twice a day,electricity,private,lpg,never,148,never,3722,medium,1,4,35,11,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1843,private - lpg
normal,female,pescatarian,less frequently,natural gas,walk/bicycle,,never,137,frequently,15,extra large,3,3,31,15,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",1918,walk/bicycle
overweight,male,vegetarian,twice a day,wood,private,electric,often,259,frequently,3913,extra large,7,3,41,17,Yes,"['Paper', 'Glass']",['Oven'],3229,private - electric
obese,female,vegetarian,less frequently,natural gas,walk/bicycle,,often,267,rarely,94,medium,6,9,42,5,Yes,"['Plastic', 'Metal']",['Microwave'],1850,walk/bicycle
normal,female,vegetarian,less frequently,wood,private,lpg,sometimes,77,frequently,3116,extra large,4,24,27,19,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2787,private - lpg
underweight,female,vegetarian,daily,natural gas,public,,often,199,frequently,1031,small,6,20,18,19,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1571,public
underweight,male,vegetarian,twice a day,electricity,private,electric,sometimes,113,very frequently,8782,large,3,0,24,8,Sometimes,"['Paper', 'Metal']",[],2087,private - electric
underweight,male,pescatarian,more frequently,natural gas,private,lpg,sometimes,277,very frequently,4384,small,4,14,38,19,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4013,private - lpg
normal,male,vegetarian,less frequently,coal,private,hybrid,often,274,never,2943,extra large,4,4,31,23,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2323,private - hybrid
overweight,male,omnivore,daily,natural gas,private,hybrid,often,239,frequently,3616,large,1,22,24,6,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",2860,private - hybrid
obese,male,vegetarian,daily,electricity,walk/bicycle,,often,243,very frequently,32,medium,6,8,6,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2531,walk/bicycle
obese,female,vegan,daily,natural gas,walk/bicycle,,never,90,rarely,66,medium,4,14,4,0,Yes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",932,walk/bicycle
overweight,female,vegan,less frequently,coal,public,,never,208,never,1040,extra large,3,20,15,15,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",1299,public
underweight,male,vegetarian,daily,electricity,private,petrol,sometimes,250,rarely,213,medium,5,19,13,13,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1263,private - petrol
underweight,male,pescatarian,less frequently,electricity,public,,never,223,frequently,1739,extra large,5,13,11,0,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1732,public
obese,female,vegetarian,twice a day,coal,walk/bicycle,,never,268,very frequently,70,large,7,0,18,9,Sometimes,[],['Oven'],3399,walk/bicycle
overweight,female,vegetarian,daily,electricity,public,,often,115,very frequently,440,medium,1,2,48,9,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove'],2129,public
underweight,female,vegan,twice a day,coal,private,petrol,sometimes,52,very frequently,30,small,4,24,27,22,Yes,['Glass'],['Stove'],2242,private - petrol
obese,male,vegetarian,twice a day,coal,public,,often,295,never,1307,small,3,9,19,11,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2009,public
normal,male,pescatarian,daily,wood,public,,often,248,frequently,983,large,1,1,16,2,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1781,public
underweight,male,vegetarian,daily,coal,walk/bicycle,,sometimes,78,very frequently,58,small,4,17,20,24,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2338,walk/bicycle
obese,female,omnivore,more frequently,coal,private,hybrid,sometimes,138,frequently,8374,extra large,5,3,33,18,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",4213,private - hybrid
normal,female,vegetarian,less frequently,wood,walk/bicycle,,never,217,very frequently,85,extra large,7,6,36,1,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2495,walk/bicycle
overweight,male,vegetarian,more frequently,coal,private,lpg,often,52,rarely,9742,large,7,6,18,19,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",5041,private - lpg
normal,female,pescatarian,less frequently,wood,walk/bicycle,,sometimes,118,rarely,53,extra large,7,5,28,14,Sometimes,['Glass'],"['Stove', 'Grill', 'Airfryer']",1930,walk/bicycle
normal,female,omnivore,less frequently,wood,private,electric,never,145,rarely,7282,medium,3,6,17,0,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",843,private - electric
underweight,male,pescatarian,more frequently,wood,private,hybrid,sometimes,265,rarely,8005,extra large,2,24,27,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2568,private - hybrid
underweight,female,vegan,twice a day,natural gas,public,,never,230,very frequently,961,extra large,5,5,4,14,Sometimes,"['Paper', 'Glass']",[],2065,public
overweight,female,omnivore,twice a day,natural gas,public,,often,101,rarely,1507,extra large,7,8,41,4,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2383,public
normal,male,omnivore,more frequently,wood,walk/bicycle,,sometimes,196,very frequently,50,extra large,5,5,2,7,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3044,walk/bicycle
overweight,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,159,rarely,24,small,2,4,33,24,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1433,walk/bicycle
overweight,female,vegetarian,more frequently,coal,private,petrol,never,110,never,9622,small,5,12,20,11,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4437,private - petrol
normal,female,pescatarian,daily,natural gas,walk/bicycle,,sometimes,217,rarely,98,medium,2,11,41,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1218,walk/bicycle
overweight,male,vegan,more frequently,wood,public,,often,222,never,312,extra large,6,10,0,3,Sometimes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1992,public
obese,male,omnivore,more frequently,electricity,private,hybrid,often,158,rarely,5413,small,3,15,14,12,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",2430,private - hybrid
normal,female,omnivore,more frequently,natural gas,walk/bicycle,,never,235,frequently,60,large,3,23,12,8,Sometimes,"['Paper', 'Plastic', 'Metal']",['Stove'],1552,walk/bicycle
overweight,male,omnivore,less frequently,natural gas,walk/bicycle,,sometimes,219,rarely,34,medium,6,23,23,14,No,['Paper'],['Oven'],2000,walk/bicycle
obese,female,omnivore,daily,wood,public,,never,288,never,826,medium,7,4,22,14,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1618,public
underweight,male,omnivore,daily,natural gas,private,diesel,often,85,frequently,1510,large,2,11,48,4,No,"['Plastic', 'Glass']",['Oven'],2431,private - diesel
obese,female,vegan,less frequently,wood,walk/bicycle,,often,144,frequently,11,small,6,8,3,15,Yes,"['Paper', 'Plastic', 'Glass']",[],1432,walk/bicycle
overweight,female,pescatarian,daily,coal,public,,often,129,never,801,extra large,3,17,25,13,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",1562,public
normal,female,vegetarian,twice a day,wood,public,,often,264,rarely,1717,small,4,7,21,2,No,['Plastic'],"['Stove', 'Grill', 'Airfryer']",1517,public
underweight,female,vegan,twice a day,natural gas,private,diesel,often,198,never,5457,large,3,21,30,1,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2251,private - diesel
overweight,male,vegetarian,less frequently,coal,walk/bicycle,,never,179,frequently,42,medium,5,16,17,19,No,"['Paper', 'Glass']","['Grill', 'Airfryer']",2310,walk/bicycle
normal,female,vegetarian,less frequently,coal,walk/bicycle,,never,284,never,60,large,2,22,19,5,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1171,walk/bicycle
normal,male,omnivore,more frequently,natural gas,walk/bicycle,,often,141,never,15,large,3,1,12,7,Sometimes,"['Paper', 'Glass']",['Microwave'],1168,walk/bicycle
overweight,male,pescatarian,twice a day,wood,private,hybrid,often,103,never,1703,small,6,24,18,22,Yes,"['Glass', 'Metal']",['Oven'],1595,private - hybrid
obese,female,omnivore,less frequently,coal,private,electric,never,92,never,1088,extra large,4,6,12,14,Sometimes,[],"['Grill', 'Airfryer']",1656,private - electric
overweight,female,pescatarian,more frequently,natural gas,public,,never,50,rarely,1764,medium,7,4,14,15,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1349,public
normal,female,pescatarian,less frequently,natural gas,private,diesel,never,136,rarely,5808,extra large,7,8,31,17,Sometimes,['Glass'],"['Grill', 'Airfryer']",3015,private - diesel
overweight,male,pescatarian,twice a day,coal,private,lpg,often,176,very frequently,3873,medium,5,8,44,17,Yes,['Paper'],['Microwave'],4784,private - lpg
underweight,female,vegan,daily,electricity,public,,never,70,frequently,286,large,4,3,40,9,Yes,['Paper'],"['Grill', 'Airfryer']",1470,public
underweight,male,omnivore,daily,electricity,private,hybrid,often,267,never,8305,medium,2,13,48,15,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2877,private - hybrid
obese,female,vegetarian,daily,natural gas,walk/bicycle,,never,201,rarely,67,large,1,10,2,23,No,[],"['Stove', 'Oven']",1302,walk/bicycle
overweight,male,pescatarian,daily,wood,walk/bicycle,,sometimes,245,frequently,94,medium,3,3,34,24,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2349,walk/bicycle
normal,female,pescatarian,daily,coal,walk/bicycle,,sometimes,261,frequently,34,extra large,5,16,50,19,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2423,walk/bicycle
obese,female,pescatarian,daily,natural gas,walk/bicycle,,sometimes,289,never,82,small,1,14,13,13,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",924,walk/bicycle
overweight,male,pescatarian,twice a day,wood,walk/bicycle,,never,59,rarely,75,small,2,8,39,11,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1284,walk/bicycle
overweight,female,omnivore,less frequently,wood,walk/bicycle,,never,153,rarely,72,small,2,22,26,6,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1077,walk/bicycle
normal,female,vegetarian,more frequently,natural gas,public,,never,101,very frequently,1759,medium,6,17,47,4,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",2632,public
overweight,male,pescatarian,less frequently,wood,private,lpg,often,132,never,8699,extra large,4,15,47,16,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4737,private - lpg
underweight,male,vegetarian,more frequently,wood,walk/bicycle,,sometimes,235,rarely,93,extra large,2,1,0,19,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1023,walk/bicycle
obese,male,vegan,daily,natural gas,public,,sometimes,61,rarely,773,small,2,14,6,22,No,['Metal'],"['Oven', 'Grill', 'Airfryer']",1437,public
normal,male,pescatarian,less frequently,electricity,walk/bicycle,,often,182,frequently,91,large,2,14,47,4,Sometimes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",2111,walk/bicycle
obese,male,pescatarian,less frequently,coal,public,,often,120,never,449,medium,1,10,50,5,No,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2458,public
obese,female,vegan,less frequently,wood,walk/bicycle,,sometimes,122,never,92,medium,2,17,26,9,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",837,walk/bicycle
overweight,female,omnivore,less frequently,wood,private,lpg,never,294,frequently,5071,extra large,2,3,15,19,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3317,private - lpg
normal,female,pescatarian,less frequently,natural gas,walk/bicycle,,often,184,frequently,71,medium,3,14,44,9,Yes,"['Paper', 'Metal']",['Oven'],1835,walk/bicycle
obese,male,pescatarian,daily,electricity,private,diesel,often,178,rarely,9351,medium,4,1,24,11,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",4489,private - diesel
underweight,female,omnivore,more frequently,electricity,public,,sometimes,125,very frequently,683,medium,3,23,35,5,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2010,public
underweight,female,pescatarian,less frequently,wood,walk/bicycle,,sometimes,277,rarely,87,large,1,11,17,6,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1214,walk/bicycle
obese,female,omnivore,twice a day,coal,public,,often,83,rarely,1301,large,6,14,13,23,Sometimes,"['Glass', 'Metal']",['Microwave'],2127,public
overweight,male,vegetarian,more frequently,wood,private,petrol,sometimes,110,frequently,9789,extra large,3,9,13,9,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",6447,private - petrol
overweight,male,pescatarian,more frequently,wood,private,lpg,never,293,rarely,3438,medium,1,21,6,24,Yes,['Glass'],"['Oven', 'Microwave']",2522,private - lpg
obese,female,pescatarian,less frequently,electricity,walk/bicycle,,never,176,rarely,30,extra large,3,20,28,7,Yes,"['Paper', 'Plastic', 'Glass']",['Microwave'],1223,walk/bicycle
overweight,male,vegan,twice a day,coal,private,electric,sometimes,83,rarely,5467,small,4,7,9,19,Sometimes,['Paper'],['Oven'],1424,private - electric
underweight,female,vegetarian,twice a day,natural gas,private,lpg,sometimes,88,never,5492,medium,7,14,50,3,Sometimes,['Metal'],"['Stove', 'Grill', 'Airfryer']",2815,private - lpg
overweight,female,vegan,twice a day,coal,walk/bicycle,,sometimes,209,very frequently,56,small,5,15,42,0,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2830,walk/bicycle
normal,male,omnivore,less frequently,wood,private,lpg,often,130,very frequently,4638,small,1,14,10,0,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",3395,private - lpg
obese,male,omnivore,less frequently,coal,private,lpg,often,138,rarely,4770,small,2,6,46,0,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3662,private - lpg
underweight,female,vegan,less frequently,wood,private,diesel,sometimes,145,frequently,2157,extra large,7,7,47,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],2588,private - diesel
obese,male,vegan,twice a day,wood,private,petrol,never,260,rarely,7561,small,4,15,1,12,No,"['Paper', 'Plastic', 'Metal']",['Stove'],4359,private - petrol
underweight,female,omnivore,less frequently,natural gas,private,lpg,sometimes,222,rarely,8831,small,2,10,28,4,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",3032,private - lpg
normal,female,vegan,more frequently,wood,walk/bicycle,,sometimes,244,rarely,31,medium,5,22,23,18,Sometimes,"['Glass', 'Metal']",['Microwave'],1359,walk/bicycle
normal,male,pescatarian,less frequently,wood,private,hybrid,never,58,very frequently,2576,medium,5,12,16,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],2549,private - hybrid
normal,female,vegetarian,twice a day,electricity,private,electric,often,168,rarely,6830,extra large,1,12,36,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1144,private - electric
underweight,female,omnivore,twice a day,coal,walk/bicycle,,never,219,rarely,23,medium,1,20,9,24,Sometimes,[],[],1409,walk/bicycle
normal,female,vegan,twice a day,wood,walk/bicycle,,sometimes,133,never,92,medium,4,6,30,7,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",956,walk/bicycle
underweight,male,vegan,twice a day,wood,public,,never,159,rarely,1301,small,3,2,36,10,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1309,public
underweight,male,vegan,less frequently,natural gas,walk/bicycle,,never,154,very frequently,90,large,5,20,34,7,Sometimes,"['Paper', 'Glass']",['Oven'],2677,walk/bicycle
